8.8,19.9,31.3
9.8,17.4,26
10.1,14.4,19.2
10.8,12.1,14
11.7,8,4.2
10.8,6.6,1.9
9.5,5.9,1.8
7.9,4.9,1.8
5.4,3.8,1.9
4,3.2,1.9
3.2,2.8,1.9
2.8,2.5,1.9
2.7,2.2,1.9
2.6,2.1,1.8
2.4,2.1,1.8
